hour,G01_B01,G02_B01,G03_B01,G04_B01,G05_B02,G06_B02,G07_B02,G08_B02,G09_B07,G10_B07,G11_B07,G12_B13,G13_B13,G14_B13,G15_B14,G16_B15,G17_B15,G18_B15,G19_B15,G20_B15,G21_B15,G22_B16,G23_B18,G24_B21,G25_B22,G26_B22,G27_B22,G28_B22,G29_B22,G30_B22,G31_B23,G32_B23,G33_B23,G34_B15
13,16.000000000013,16.000000000013,57.4529773504136,57.4529773504136,16.000000000013,16.000000000013,57.4529773504779,57.4529773504779,25.0000000000511,25.0000000000511,25.0000000000511,69.0000000000459,69.0000000000459,69.0000000000459,0,2.40000000003615,2.40000000003615,2.40000000003615,2.40000000003615,2.40000000003615,154.99999999946,154.99999999946,399.999999999888,399.999999999888,49.9999999999174,49.9999999999174,49.9999999999174,49.9999999999174,49.9999999999174,49.9999999999174,154.99999999946,154.99999999946,349.999999999392,-7.31190939882295
14,16.000000000013,16.000000000013,57.4529772764133,57.4529772764134,16.000000000013,16.000000000013,57.4529772764751,57.4529772764751,25.0000000000511,25.0000000000511,25.0000000000511,69.0000000000459,69.0000000000459,69.0000000000459,0,2.40000000003615,2.40000000003615,2.40000000003615,2.40000000003615,2.40000000003615,154.99999999946,154.99999999946,399.999999999888,399.999999999888,49.9999999999174,49.9999999999174,49.9999999999174,49.9999999999174,49.9999999999174,49.9999999999174,154.99999999946,154.99999999946,349.999999999392,-35.8119091028164
15,16.000000000013,16.000000000013,62.7500000083783,62.7500000083783,16.000000000013,16.000000000013,62.75000000844,62.7500000084401,25.0000000000514,25.0000000000514,25.0000000000514,69.0000000000461,69.0000000000461,69.0000000000461,0,2.40000000003629,2.40000000003629,2.40000000003629,2.40000000003629,2.40000000003629,154.999999999492,154.999999999492,399.99999999989,399.99999999989,49.9999999999181,49.9999999999181,49.9999999999181,49.9999999999181,49.9999999999181,49.9999999999181,154.999999999492,154.999999999492,349.999999999432,-3.08497261441412e-08
16,16.0000000000179,16.0000000000179,75.9999999999516,75.9999999999516,16.0000000000179,16.0000000000179,75.9999999999516,75.9999999999516,45.3333333309651,45.3333333309651,45.3333333309651,69.0000000014317,69.0000000014317,69.0000000014317,0,2.40000000015088,2.40000000015088,2.40000000015088,2.40000000015088,2.40000000015088,154.999999999956,154.999999999956,399.999999999967,399.999999999967,49.9999999999698,49.9999999999698,49.9999999999698,49.9999999999698,49.9999999999698,49.9999999999698,154.999999999956,154.999999999956,349.999999999956,2.64293457521232e-09
17,16.0000000000183,16.0000000000183,75.9999999999538,75.9999999999538,16.0000000000183,16.0000000000183,75.9999999999538,75.9999999999538,59.3509575208112,59.3509575208112,59.3509575208113,92.982375809719,92.9823758097186,92.9823758097191,0,2.40000000017769,2.40000000017769,2.40000000017769,2.40000000017769,2.40000000017769,154.999999999958,154.999999999958,399.999999999968,399.999999999968,49.9999999999707,49.9999999999707,49.9999999999707,49.9999999999707,49.9999999999707,49.9999999999707,154.999999999958,154.999999999958,349.999999999958,8.08367750043887e-09
18,16.0000000000184,16.0000000000184,75.9999999999545,75.9999999999545,16.0000000000184,16.0000000000184,75.9999999999545,75.9999999999545,63.5532869911807,63.5532869911807,63.5532869911807,123.853379693212,123.853379693213,123.853379693212,0,2.40000000018779,2.40000000018779,2.40000000018779,2.40000000018779,2.40000000018779,154.999999999959,154.999999999959,399.999999999968,399.999999999968,49.999999999971,49.999999999971,49.999999999971,49.999999999971,49.999999999971,49.999999999971,154.999999999959,154.999999999959,349.999999999958,65.7799999464353
19,16.0000000000184,16.0000000000184,75.9999999999547,75.9999999999547,16.0000000000184,16.0000000000184,75.9999999999547,75.9999999999547,65.2618562217272,65.2618562217273,65.2618562217273,136.404810447517,136.404810447516,136.404810447516,0,2.40000000019224,2.40000000019224,2.40000000019224,2.40000000019224,2.40000000019224,154.999999999959,154.999999999959,399.999999999968,399.999999999968,49.9999999999711,49.9999999999711,49.9999999999711,49.9999999999711,49.9999999999711,49.9999999999711,154.999999999959,154.999999999959,349.999999999959,79.9999999918589
20,16.0000000000184,16.0000000000184,75.9999999999545,75.9999999999545,16.0000000000184,16.0000000000184,75.9999999999545,75.9999999999545,63.5532869870927,63.5532869870927,63.5532869870928,123.853379663317,123.853379663317,123.853379663318,0,2.40000000018779,2.40000000018779,2.40000000018779,2.40000000018779,2.40000000018779,154.999999999959,154.999999999959,399.999999999968,399.999999999968,49.999999999971,49.999999999971,49.999999999971,49.999999999971,49.999999999971,49.999999999971,154.999999999959,154.999999999959,349.999999999958,8.78000004838403
21,16.0000000000179,16.0000000000179,75.9999999999516,75.9999999999516,16.0000000000179,16.0000000000179,75.9999999999516,75.9999999999516,45.3333333311089,45.3333333311089,45.333333331109,69.0000000014319,69.0000000014319,69.0000000014319,0,2.40000000015088,2.40000000015088,2.40000000015088,2.40000000015088,2.40000000015088,154.999999999956,154.999999999956,399.999999999967,399.999999999967,49.9999999999698,49.9999999999698,49.9999999999698,49.9999999999698,49.9999999999698,49.9999999999698,154.999999999956,154.999999999956,349.999999999956,2.21169258783432e-09
22,16.0000000000129,16.0000000000129,20.0000000015608,20.0000000015608,16.0000000000129,16.0000000000129,20.0000000016473,20.0000000016473,25.0000000000493,25.0000000000493,25.0000000000493,69.0000000000444,69.0000000000444,69.0000000000444,0,2.40000000003523,2.40000000003523,2.40000000003523,2.40000000003523,2.40000000003523,154.999999999123,154.999999999123,399.999999999879,399.999999999879,49.9999999999122,49.9999999999122,49.9999999999122,49.9999999999122,49.9999999999122,49.9999999999122,154.999999999123,154.999999999123,349.999999998929,-1.57866164124344e-09
23,16.0000000000126,16.0000000000126,15.2000000006573,15.2000000006573,16.0000000000126,16.0000000000126,15.2000000006573,15.2000000006573,25.0000000000457,25.0000000000457,25.0000000000457,69.0000000000414,69.0000000000414,69.0000000000414,0,2.40000000003334,2.40000000003334,2.40000000003334,2.40000000003334,2.40000000003334,113.804849223561,113.804849223728,399.999999999849,399.999999999849,49.9999999998977,49.9999999998977,49.9999999998977,49.9999999998977,49.9999999998977,49.9999999998977,113.804849223931,113.804849223931,248.98060311151,-8.85303616033522e-09
24,16.0000000000126,16.0000000000126,15.2000000005491,15.2000000005491,16.0000000000126,16.0000000000126,15.2000000005491,15.2000000005491,25.0000000000451,25.0000000000451,25.0000000000451,69.0000000000409,69.0000000000409,69.0000000000409,0,2.40000000003301,2.40000000003301,2.40000000003301,2.40000000003301,2.40000000003301,87.554113475465,87.5541134756174,399.999999999842,399.999999999842,49.9999999998944,49.9999999998944,49.9999999998944,49.9999999998944,49.9999999998944,49.9999999998944,87.5541134757943,87.5541134757943,204.244415650613,-78.2608695550051
